,Date,Contributor,Zip,Amount,Recipient,Record Type Description,Source Description
421,9/14/2010,"Dempsey, Bryan",2360.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2010 Pre-election Report (PAC)
422,9/16/2010,"Moses, Judith",2467.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2010 Pre-election Report (PAC)
423,9/16/2010,"Urbanek, Janis",2090.0,$25.00,Greater Boston Real Estate Board PAC,Individual,2010 Pre-election Report (PAC)
424,9/20/2010,"Ayoub, Paul",2186.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2010 Pre-election Report (PAC)
425,10/6/2010,"Alperin, Thomas",2493.0,$200.00,Greater Boston Real Estate Board PAC,Individual,2010 Pre-election Report (PAC)
426,10/15/2010,"Kavoogian, Brian",2481.0,$500.00,Greater Boston Real Estate Board PAC,Individual,2010 Pre-election Report (PAC)
427,10/15/2010,"Owens, Leonard",1907.0,$250.00,Greater Boston Real Estate Board PAC,Individual,2010 Pre-election Report (PAC)
428,10/18/2010,"Kaloupek, David",2452.0,$25.00,Greater Boston Real Estate Board PAC,Individual,2010 Year-end Report (PAC)
429,10/22/2010,"Fields, Daphna",2492.0,$50.00,Greater Boston Real Estate Board PAC,Individual,2010 Year-end Report (PAC)
430,10/22/2010,"Lockberg, Gail",2481.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2010 Year-end Report (PAC)
431,10/28/2010,"Brackenridge, Alec",1778.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2010 Year-end Report (PAC)
432,11/9/2010,"Engdahl, Mark",2026.0,$151.00,Greater Boston Real Estate Board PAC,Individual,2010 Year-end Report (PAC)
433,11/9/2010,"Solemina, Paula",1906.0,$50.00,Greater Boston Real Estate Board PAC,Individual,2010 Year-end Report (PAC)
434,12/13/2010,"Harrington, Robert",1701.0,$50.00,Greater Boston Real Estate Board PAC,Individual,2010 Year-end Report (PAC)
435,12/29/2010,"Levingston, Scott",2481.0,$50.00,Greater Boston Real Estate Board PAC,Individual,2010 Year-end Report (PAC)
436,1/7/2011,"Blount, Kristin",2140.0,$250.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
437,1/7/2011,"Canfield, James",2066.0,$500.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
438,1/7/2011,"Heffernan, Deborah",2476.0,$250.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
439,1/7/2011,"Henken, Richard",2030.0,$500.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
440,1/7/2011,"Moore, Judith",2420.0,$500.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
441,1/11/2011,"Hajjar, Charles",2186.0,$250.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
442,1/11/2011,"LeViness, John",,$500.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
443,1/11/2011,"Pulsifer, Gordon",2061.0,$500.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
444,1/14/2011,"Beal, Richard",2043.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
445,1/14/2011,"Winn, Gilbert ",2118.0,$200.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
446,1/19/2011,"Reagan, James",1810.0,$250.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
447,1/24/2011,"Dermody, William",2494.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
448,1/24/2011,"Nelson, Eric",1852.0,$250.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
449,1/24/2011,"Yuskowski, June",2188.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
450,1/25/2011,"Barnacle, Michael",2144.0,$50.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
451,1/25/2011,"Chodat, Carolyn",2053.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
452,1/25/2011,"Fields, Daphna",2492.0,$25.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
453,1/25/2011,"Harrington, Robert",1702.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
454,1/25/2011,"Lockberg, Gail",2487.0,$50.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
455,1/25/2011,"MacDonald, Jesse",2129.0,$50.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
456,1/25/2011,"McCarthy, David",2186.0,$250.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
457,1/25/2011,"Moses, Judith",2467.0,$250.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
458,1/25/2011,"Movessian, Todd",2454.0,$50.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
459,1/25/2011,"Noyes, David",1760.0,$50.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
460,1/25/2011,"Partridge, James",2460.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
461,1/25/2011,"Phillips, Susan",1720.0,$50.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
462,1/25/2011,"Presti, Marie",2458.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
463,1/25/2011,"Sprague, Kenneth",1887.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
464,1/26/2011,"Nasser, Paul",1915.0,$50.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
465,1/27/2011,"Crane, Melissa",2493.0,$250.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
466,1/27/2011,"DiMella, Michael",2116.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
467,1/27/2011,"Fish Will, Karen",2738.0,$250.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
468,1/27/2011,"Hult, Catherine",2184.0,$250.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
469,1/27/2011,"Lippman, Janis",2130.0,$25.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
470,1/27/2011,"O'Brien, Thomas",2420.0,$500.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
471,1/28/2011,"McHugh, George",2180.0,$250.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
472,1/28/2011,"Owens, Leonard",1907.0,$250.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
473,2/4/2011,"Schwartz, Steven",2459.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
474,2/4/2011,"Wessling, Stephen",2186.0,$500.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
475,2/8/2011,"Bora, Lynn",2043.0,$250.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
476,2/8/2011,"Brackenridge, Alec",1778.0,$250.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
477,2/8/2011,"Dempsey, Bryan",2360.0,$50.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
478,2/8/2011,"Druker, Ronald",2110.0,$500.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
479,2/11/2011,"Flaherty, Joseph",1742.0,$500.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
480,2/14/2011,"Ranco, John",2246.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
481,2/16/2011,"Epker, Mark",2026.0,$250.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
482,2/17/2011,"Shortsleeve, Robert",2130.0,$250.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
483,2/23/2011,"Givens, Annette",2215.0,$50.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
484,2/23/2011,"O'Neill, John",2186.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
485,2/24/2011,"Cook, Jeffrey",2356.0,$250.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
486,2/24/2011,"Daniels, Matthew ",1982.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
487,2/24/2011,"Fitzgerald, David",1776.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
488,2/24/2011,"Hofstetter, Gary",1760.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
489,2/24/2011,"Margulies, Mark",2493.0,$50.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
490,2/24/2011,"Plunkett, JP",2186.0,$75.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
491,2/25/2011,"Brodsky, Stephen",2090.0,$150.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
492,2/25/2011,"Walles, Robert",1984.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
493,3/1/2011,"Phelan, Kevin",2481.0,$50.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
494,3/2/2011,"Hansen, Tucker",2043.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
495,3/3/2011,"Elcock, James",2090.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
496,3/4/2011,"Loeber, Marci",2493.0,$50.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
497,3/7/2011,"Hynes, Thomas",2467.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
498,3/7/2011,"Zuker, Edward",2459.0,$500.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
499,3/8/2011,"Piltch, Richard",2496.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
500,3/10/2011,"Clarke, Erika",2052.0,$250.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
501,3/15/2011,"Bauer, Paul",1730.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
502,3/16/2011,"Schneider, Neil",1248.0,$250.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
503,3/18/2011,"Lentz, Mary",1778.0,$200.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
504,3/22/2011,"Larivee, Garrett",2116.0,$50.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
505,3/24/2011,"Goodhue, David",2127.0,$25.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
506,3/24/2011,"Lawrence, Christopher",2127.0,$25.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
507,3/24/2011,"Tierney, Albert",2481.0,$250.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
508,3/25/2011,"Subber, Adam",1760.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
509,3/29/2011,"Breslin, Roger",1748.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
510,3/29/2011,"Edwards, Rachel",2128.0,$50.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
511,3/29/2011,"Foley, William",1810.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
512,3/29/2011,"Lerner, James",2021.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
513,3/29/2011,"Martocchia, Amleto",2472.0,$250.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
514,4/5/2011,"Norton, Thomas",1742.0,$250.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
515,4/14/2011,"Roberts, Michael",2332.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
516,4/25/2011,"Epstein, Lawrence ",1748.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
517,4/26/2011,"Parker, David",2118.0,$150.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
518,5/2/2011,"Walles, Robert",1984.0,$50.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
519,5/13/2011,"Natalizio, Paul",1730.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
520,5/19/2011,"Goodwin, Thomas",1982.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
521,5/19/2011,"Loeber, Marci",2493.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
522,5/19/2011,"McCall, William",1890.0,$250.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
523,5/19/2011,"McDonough, Gail",2110.0,$50.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
524,5/19/2011,"Rahn, Jeffrey",2052.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
525,5/19/2011,"Tanski, William",2421.0,$250.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
526,5/25/2011,"Warren, Dana ",2196.0,$200.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
527,5/26/2011,"Boyle, John",1778.0,$250.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
528,5/26/2011,"Lagosh, Sarah",2113.0,$50.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
529,5/26/2011,"Stevens, Mark",2129.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
530,5/31/2011,"Barry, John",1776.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
531,5/31/2011,"Ramirez, Leah",2129.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
532,5/31/2011,"Richards, Robert",2030.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
533,6/7/2011,"Urbanek, Janis",2090.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
534,6/13/2011,"McDonough, Susan",2664.0,$50.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
535,6/13/2011,"Sarno, Andrew",2156.0,$50.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
536,6/16/2011,"Bagdasarian, Bruce",2459.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
537,6/21/2011,"McLaughlin, William",2467.0,$500.00,Greater Boston Real Estate Board PAC,Individual,2011 Mid-Year Report (PAC)
538,7/7/2011,"Ayoub, Paul ",2186.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2011 Year-end Report (PAC)
539,7/25/2011,"Collins, Nick ",2127.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2011 Year-end Report (PAC)
540,7/27/2011,"Brierley, Robert",2025.0,$250.00,Greater Boston Real Estate Board PAC,Individual,2011 Year-end Report (PAC)
541,8/5/2011,"Klemmer, Gregory",2492.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2011 Year-end Report (PAC)
542,8/23/2011,"Carroll, John",2482.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2011 Year-end Report (PAC)
543,8/23/2011,"Durand, Francis",2056.0,$250.00,Greater Boston Real Estate Board PAC,Individual,2011 Year-end Report (PAC)
544,8/25/2011,"Cadigan, Laurie",1742.0,$500.00,Greater Boston Real Estate Board PAC,Individual,2011 Year-end Report (PAC)
545,8/25/2011,"Fantini, George",1810.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2011 Year-end Report (PAC)
546,8/25/2011,"Libbey, Patricia",1760.0,$250.00,Greater Boston Real Estate Board PAC,Individual,2011 Year-end Report (PAC)
547,8/29/2011,"Higgins, Diane",1730.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2011 Year-end Report (PAC)
548,8/29/2011,"Loughlin, Richard",1742.0,$250.00,Greater Boston Real Estate Board PAC,Individual,2011 Year-end Report (PAC)
549,8/29/2011,"Muncey, Joshua",2130.0,$50.00,Greater Boston Real Estate Board PAC,Individual,2011 Year-end Report (PAC)
550,8/29/2011,"Wluka, David",2067.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2011 Year-end Report (PAC)
551,8/29/2011,"Yorkis, Paul",2053.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2011 Year-end Report (PAC)
552,8/30/2011,"Rogers, Gary",2452.0,$50.00,Greater Boston Real Estate Board PAC,Individual,2011 Year-end Report (PAC)
553,8/30/2011,"Schutt, Joseph",2114.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2011 Year-end Report (PAC)
554,8/30/2011,"Shea McDonald, Barbara ",2090.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2011 Year-end Report (PAC)
555,9/9/2011,"Perry, Ronald",1776.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2011 Year-end Report (PAC)
556,9/14/2011,"Beal, Robert",2109.0,$500.00,Greater Boston Real Estate Board PAC,Individual,2011 Year-end Report (PAC)
557,9/27/2011,"Slom, Julia Anne",2813.0,$50.00,Greater Boston Real Estate Board PAC,Individual,2011 Year-end Report (PAC)
558,10/18/2011,"Campbell, David",1945.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2011 Year-end Report (PAC)
559,10/21/2011,"Neergaard, Judith",1720.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2011 Year-end Report (PAC)
560,10/24/2011,"Levingston, Scott",2492.0,$50.00,Greater Boston Real Estate Board PAC,Individual,2011 Year-end Report (PAC)
561,10/25/2011,"Friedberg, David",2215.0,$150.00,Greater Boston Real Estate Board PAC,Individual,2011 Year-end Report (PAC)
562,10/25/2011,"Missaghian, Shahan",2130.0,$50.00,Greater Boston Real Estate Board PAC,Individual,2011 Year-end Report (PAC)
563,10/25/2011,"Spurr, John",2066.0,$500.00,Greater Boston Real Estate Board PAC,Individual,2011 Year-end Report (PAC)
564,10/26/2011,"Peretti, David",1890.0,$50.00,Greater Boston Real Estate Board PAC,Individual,2011 Year-end Report (PAC)
565,1/19/2012,"Canfield, James",2066.0,$500.00,Greater Boston Real Estate Board PAC,Individual,2012 Pre-primary Report (PAC)
566,1/19/2012,"Clarke, Erika",2052.0,$250.00,Greater Boston Real Estate Board PAC,Individual,2012 Pre-primary Report (PAC)
567,1/19/2012,"Pulsifer, Gordon",2061.0,$500.00,Greater Boston Real Estate Board PAC,Individual,2012 Pre-primary Report (PAC)
568,1/20/2012,"Moore, Judith",2420.0,$500.00,Greater Boston Real Estate Board PAC,Individual,2012 Pre-primary Report (PAC)
569,1/23/2012,"Loeber, Marci",2493.0,$50.00,Greater Boston Real Estate Board PAC,Individual,2012 Pre-primary Report (PAC)
570,1/25/2012,"Barnacle, Michael",2144.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2012 Pre-primary Report (PAC)
571,1/25/2012,"Brodsky, Stephen",2090.0,$250.00,Greater Boston Real Estate Board PAC,Individual,2012 Pre-primary Report (PAC)
572,1/25/2012,"Cidado, Leonard",2356.0,$25.00,Greater Boston Real Estate Board PAC,Individual,2012 Pre-primary Report (PAC)
573,1/25/2012,"Dermody, William",2494.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2012 Pre-primary Report (PAC)
574,1/25/2012,"DiMella, Michael",2116.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2012 Pre-primary Report (PAC)
575,1/25/2012,"Gell, Jason",2118.0,$50.00,Greater Boston Real Estate Board PAC,Individual,2012 Pre-primary Report (PAC)
576,1/25/2012,"Heffernan, Deborah",2476.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2012 Pre-primary Report (PAC)
577,1/25/2012,"Higgins, Diane",1730.0,$50.00,Greater Boston Real Estate Board PAC,Individual,2012 Pre-primary Report (PAC)
578,1/25/2012,"Kiely, Gregory",2446.0,$50.00,Greater Boston Real Estate Board PAC,Individual,2012 Pre-primary Report (PAC)
579,1/25/2012,"Lerner, James",2021.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2012 Pre-primary Report (PAC)
580,1/25/2012,"Lockberg, Gail",2487.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2012 Pre-primary Report (PAC)
581,1/25/2012,"MacDonald, Jesse",2129.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2012 Pre-primary Report (PAC)
582,1/25/2012,"Martocchia, Amleto",2472.0,$250.00,Greater Boston Real Estate Board PAC,Individual,2012 Pre-primary Report (PAC)
583,1/25/2012,"McCarthy, David",2186.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2012 Pre-primary Report (PAC)
584,1/25/2012,"Neergaard, Judith",1720.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2012 Pre-primary Report (PAC)
585,1/25/2012,"Noyes, David",1760.0,$50.00,Greater Boston Real Estate Board PAC,Individual,2012 Pre-primary Report (PAC)
586,1/25/2012,"Otero, Richard",2191.0,$25.00,Greater Boston Real Estate Board PAC,Individual,2012 Pre-primary Report (PAC)
587,1/25/2012,"Phillips, Susan",1720.0,$50.00,Greater Boston Real Estate Board PAC,Individual,2012 Pre-primary Report (PAC)
588,1/25/2012,"Ranco, John",2246.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2012 Pre-primary Report (PAC)
589,1/25/2012,"Schutt, Joseph",2114.0,$50.00,Greater Boston Real Estate Board PAC,Individual,2012 Pre-primary Report (PAC)
590,1/25/2012,"Shea , Barbara ",2090.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2012 Pre-primary Report (PAC)
591,1/25/2012,"Taranto, Joanne",2453.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2012 Pre-primary Report (PAC)
592,1/25/2012,"Turcotte, Paul",2145.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2012 Pre-primary Report (PAC)
593,1/25/2012,"Yorkis, Paul ",2053.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2012 Pre-primary Report (PAC)
594,1/27/2012,"Crane, Melissa",2493.0,$250.00,Greater Boston Real Estate Board PAC,Individual,2012 Pre-primary Report (PAC)
595,1/27/2012,"Fish Will, Karen",2738.0,$250.00,Greater Boston Real Estate Board PAC,Individual,2012 Pre-primary Report (PAC)
596,1/27/2012,"Henken, Richard",2030.0,$500.00,Greater Boston Real Estate Board PAC,Individual,2012 Pre-primary Report (PAC)
597,1/27/2012,"Hofstetter, Gary",1760.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2012 Pre-primary Report (PAC)
598,1/27/2012,"Hult, Catherine",2184.0,$250.00,Greater Boston Real Estate Board PAC,Individual,2012 Pre-primary Report (PAC)
599,1/27/2012,Sandlin Committee,1001.0,$150.00,Greater Boston Real Estate Board PAC,Committee,2012 Pre-primary Report (PAC)
600,1/31/2012,"Brierley, Robert",2025.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2012 Pre-primary Report (PAC)
601,2/8/2012,"Milone, Mark",1970.0,$25.00,Greater Boston Real Estate Board PAC,Individual,2012 Pre-primary Report (PAC)
602,2/10/2012,"Wessling, Stephen",1286.0,$500.00,Greater Boston Real Estate Board PAC,Individual,2012 Pre-primary Report (PAC)
603,2/15/2012,"Bushari, Elad",2141.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2012 Pre-primary Report (PAC)
604,2/15/2012,"Harrington, Robert",1702.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2012 Pre-primary Report (PAC)
605,2/15/2012,"Koller, Suzanne",1730.0,$50.00,Greater Boston Real Estate Board PAC,Individual,2012 Pre-primary Report (PAC)
606,2/17/2012,"Shortsleeve, Robert",2130.0,$500.00,Greater Boston Real Estate Board PAC,Individual,2012 Pre-primary Report (PAC)
607,2/24/2012,"Boyle, John",1778.0,$300.00,Greater Boston Real Estate Board PAC,Individual,2012 Pre-primary Report (PAC)
608,2/29/2012,"Friedberg, David",2215.0,$50.00,Greater Boston Real Estate Board PAC,Individual,2012 Pre-primary Report (PAC)
609,3/8/2012,"Schneider, Neil",1248.0,$250.00,Greater Boston Real Estate Board PAC,Individual,2012 Pre-primary Report (PAC)
610,3/9/2012,"Parsekian, Robert",2127.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2012 Pre-primary Report (PAC)
611,3/12/2012,"Gifford, Jonathan",2445.0,$50.00,Greater Boston Real Estate Board PAC,Individual,2012 Pre-primary Report (PAC)
612,3/16/2012,"Plunkett, JP",2186.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2012 Pre-primary Report (PAC)
613,3/21/2012,"DiGiano, Michael",2574.0,$250.00,Greater Boston Real Estate Board PAC,Individual,2012 Pre-primary Report (PAC)
614,3/21/2012,"Faigen, Martha",2482.0,$50.00,Greater Boston Real Estate Board PAC,Individual,2012 Pre-primary Report (PAC)
615,3/22/2012,"Corricelli, Guy",2155.0,$250.00,Greater Boston Real Estate Board PAC,Individual,2012 Pre-primary Report (PAC)
616,3/22/2012,"Flaherty, Joseph",1742.0,$500.00,Greater Boston Real Estate Board PAC,Individual,2012 Pre-primary Report (PAC)
617,3/22/2012,"Hajjar, Charles",2186.0,$250.00,Greater Boston Real Estate Board PAC,Individual,2012 Pre-primary Report (PAC)
618,3/22/2012,"LeViness, John",3811.0,$500.00,Greater Boston Real Estate Board PAC,Individual,2012 Pre-primary Report (PAC)
619,3/22/2012,"Natalizio, Paul",1730.0,$250.00,Greater Boston Real Estate Board PAC,Individual,2012 Pre-primary Report (PAC)
620,3/22/2012,"Parker, David",2118.0,$250.00,Greater Boston Real Estate Board PAC,Individual,2012 Pre-primary Report (PAC)
621,3/23/2012,"Brown, Gregory",1701.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2012 Pre-primary Report (PAC)
622,3/23/2012,"Nahigian, Robert",2493.0,$25.00,Greater Boston Real Estate Board PAC,Individual,2012 Pre-primary Report (PAC)
623,3/28/2012,"Lentz, Mary",1778.0,$250.00,Greater Boston Real Estate Board PAC,Individual,2012 Pre-primary Report (PAC)
624,3/28/2012,"McLaughlin, William",2467.0,$500.00,Greater Boston Real Estate Board PAC,Individual,2012 Pre-primary Report (PAC)
625,4/2/2012,"Roberts, Michael",2332.0,$250.00,Greater Boston Real Estate Board PAC,Individual,2012 Pre-primary Report (PAC)
626,4/2/2012,"Unhjem, Lars",2144.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2012 Pre-primary Report (PAC)
627,4/4/2012,"McHugh, George",2180.0,$250.00,Greater Boston Real Estate Board PAC,Individual,2012 Pre-primary Report (PAC)
628,4/5/2012,"Epker, Mark",2026.0,$250.00,Greater Boston Real Estate Board PAC,Individual,2012 Pre-primary Report (PAC)
629,4/13/2012,"O'Neill, John",2186.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2012 Pre-primary Report (PAC)
